"Data Source","World Development Indicators",

"Last Updated Date","2018-05-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"European Union","EUU","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.80546422987001","5.18450073480208","5.38606666822651","6.00728103382975","7.48390355952545","6.4070404515206","5.6074178141111","4.94956913376007","4.44366126350552","",
"Fragile and conflict affected situations","FCS","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.83028179331357","8.00083742151754","6.58628549667601","4.65656368194509","4.22617544854177","3.68506394302508","2.45452534963199","5.68211734419274","3.13011678919177","3.74100549201087","4.37272928691285","3.85933735767356","4.18520747199108","2.68785970707066","2.15650347319848","1.44819136922413","2.31502383846776","",
"France","FRA","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.81942025282791","4.02193112740747","3.75857389340272","4.29144958888442","4.29452327369679","4.49543407979547","4.16249928399605","3.9829130254178","3.63704183056938","",
"Faroe Islands","FRO","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9293549802545","2.63222713016634","2.04401713761094","","",
"Gabon","GAB","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.15900690596519","2.77845670058743","2.54980619434757","2.74240086893029","4.06703210187157","5.25919934797037","6.64629274114046","",
"United Kingdom","GBR","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.55697368984839","3.50865701820859","3.95483378788783","3.9618682056152","3.58628400773794","3.11174173873799","1.65439245472471","1.01450846580939","0.940161283918784","",
"Georgia","GEO","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.9196827046094","4.52600160107428","3.68025550193123","3.03171606579417","3.027064429527","2.7114511435798","3.44697501744778","",
"Ghana","GHA","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.67772566797717","16.200000013472","18.0818565043657","14.1459892948403","13.1966714743996","11.9989351569178","11.269173026949","14.6736173400465","17.2944005721658","",
"Gibraltar","GIB","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.2023356485251","6.06487516391056","6.07175325484793","9.44234465807295","",
"Gambia, The","GMB","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.5685109343527","13.1872300249818","10.4360871569687","13.6753466789579","12.309189801991","14.5159542755099","12.1459044470398","12.0390048184338","19.0704746911573","7.22312243018901","6.48607001106877","","",
